code,outcome,count
"Helping > (teachWithExtensions, phrasedAsUnsure, errorMsg, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorMsg, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorMsg, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorMsg, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, learningResources, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, learningResources, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, learningResources, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, learningResources, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, learningResources, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, learningResources, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, originalCode, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, originalCode, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, originalCode, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, originalCode, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, originalCode, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, originalCode, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, personalInfo, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, personalInfo, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, personalInfo, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, personalInfo, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, personalInfo, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, personalInfo, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, platformRelated, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, platformRelated, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, platformRelated, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, platformRelated, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, platformRelated, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, platformRelated, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, proposedNewCode, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, proposedNewCode, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, proposedNewCode, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, proposedNewCode, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, proposedNewCode, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, proposedNewCode, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, testCases, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, testCases, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, testCases, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, testCases, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, testCases, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, testCases, vague)",S,0
"Helping > (teachWithExtensions, unknown, bug, detailed)",F,0
"Helping > (teachWithExtensions, unknown, bug, detailed)",S,0
"Helping > (teachWithExtensions, unknown, bug, unknown)",F,0
"Helping > (teachWithExtensions, unknown, bug, unknown)",S,0
"Helping > (teachWithExtensions, unknown, bug, vague)",F,0
"Helping > (teachWithExtensions, unknown, bug, vague)",S,0
"Helping > (teachWithExtensions, unknown, codeOpinion, detailed)",F,0
"Helping > (teachWithExtensions, unknown, codeOpinion, detailed)",S,0
"Helping > (teachWithExtensions, unknown, codeOpinion, unknown)",F,0
"Helping > (teachWithExtensions, unknown, codeOpinion, unknown)",S,0
"Helping > (teachWithExtensions, unknown, codeOpinion, vague)",F,0
"Helping > (teachWithExtensions, unknown, codeOpinion, vague)",S,0
"Helping > (teachWithExtensions, unknown, codeSpecifications, detailed)",F,0
"Helping > (teachWithExtensions, unknown, codeSpecifications, detailed)",S,0
"Helping > (teachWithExtensions, unknown, codeSpecifications, unknown)",F,0
"Helping > (teachWithExtensions, unknown, codeSpecifications, unknown)",S,0
"Helping > (teachWithExtensions, unknown, codeSpecifications, vague)",F,0
"Helping > (teachWithExtensions, unknown, codeSpecifications, vague)",S,0
"Helping > (teachWithExtensions, unknown, codingConcept, detailed)",F,0
"Helping > (teachWithExtensions, unknown, codingConcept, detailed)",S,0
"Helping > (teachWithExtensions, unknown, codingConcept, unknown)",F,0
"Helping > (teachWithExtensions, unknown, codingConcept, unknown)",S,0
"Helping > (teachWithExtensions, unknown, codingConcept, vague)",F,0
"Helping > (teachWithExtensions, unknown, codingConcept, vague)",S,0
"Helping > (teachWithExtensions, unknown, codingExperience, detailed)",F,0
"Helping > (teachWithExtensions, unknown, codingExperience, detailed)",S,0
"Helping > (teachWithExtensions, unknown, codingExperience, unknown)",F,0
"Helping > (teachWithExtensions, unknown, codingExperience, unknown)",S,0
"Helping > (teachWithExtensions, unknown, codingExperience, vague)",F,0
"Helping > (teachWithExtensions, unknown, codingExperience, vague)",S,0
"Helping > (teachWithExtensions, unknown, developmentStrategy, detailed)",F,0
"Helping > (teachWithExtensions, unknown, developmentStrategy, detailed)",S,0
"Helping > (teachWithExtensions, unknown, developmentStrategy, unknown)",F,0
"Helping > (teachWithExtensions, unknown, developmentStrategy, unknown)",S,0
"Helping > (teachWithExtensions, unknown, developmentStrategy, vague)",F,0
"Helping > (teachWithExtensions, unknown, developmentStrategy, vague)",S,0
"Helping > (teachWithExtensions, unknown, errorLocation, detailed)",F,0
"Helping > (teachWithExtensions, unknown, errorLocation, detailed)",S,0
"Helping > (teachWithExtensions, unknown, errorLocation, unknown)",F,0
"Helping > (teachWithExtensions, unknown, errorLocation, unknown)",S,0
"Helping > (teachWithExtensions, unknown, errorLocation, vague)",F,0
"Helping > (teachWithExtensions, unknown, errorLocation, vague)",S,0
"Helping > (teachWithExtensions, unknown, errorMsg, detailed)",F,0
"Helping > (teachWithExtensions, unknown, errorMsg, detailed)",S,0
"Helping > (teachWithExtensions, unknown, errorMsg, unknown)",F,0
"Helping > (teachWithExtensions, unknown, errorMsg, unknown)",S,0
"Helping > (teachWithExtensions, unknown, errorMsg, vague)",F,0
"Helping > (teachWithExtensions, unknown, errorMsg, vague)",S,0
"Helping > (teachWithExtensions, unknown, learningResources, detailed)",F,0
"Helping > (teachWithExtensions, unknown, learningResources, detailed)",S,0
"Helping > (teachWithExtensions, unknown, learningResources, unknown)",F,0
"Helping > (teachWithExtensions, unknown, learningResources, unknown)",S,0
"Helping > (teachWithExtensions, unknown, learningResources, vague)",F,0
"Helping > (teachWithExtensions, unknown, learningResources, vague)",S,0
"Helping > (teachWithExtensions, unknown, originalCode, detailed)",F,0
"Helping > (teachWithExtensions, unknown, originalCode, detailed)",S,0
"Helping > (teachWithExtensions, unknown, originalCode, unknown)",F,0
"Helping > (teachWithExtensions, unknown, originalCode, unknown)",S,0
"Helping > (teachWithExtensions, unknown, originalCode, vague)",F,0
"Helping > (teachWithExtensions, unknown, originalCode, vague)",S,0
"Helping > (teachWithExtensions, unknown, personalInfo, detailed)",F,0
"Helping > (teachWithExtensions, unknown, personalInfo, detailed)",S,0
"Helping > (teachWithExtensions, unknown, personalInfo, unknown)",F,0
"Helping > (teachWithExtensions, unknown, personalInfo, unknown)",S,0
"Helping > (teachWithExtensions, unknown, personalInfo, vague)",F,0
"Helping > (teachWithExtensions, unknown, personalInfo, vague)",S,0
"Helping > (teachWithExtensions, unknown, platformRelated, detailed)",F,0
"Helping > (teachWithExtensions, unknown, platformRelated, detailed)",S,0
"Helping > (teachWithExtensions, unknown, platformRelated, unknown)",F,0
"Helping > (teachWithExtensions, unknown, platformRelated, unknown)",S,0
"Helping > (teachWithExtensions, unknown, platformRelated, vague)",F,0
"Helping > (teachWithExtensions, unknown, platformRelated, vague)",S,0
"Helping > (teachWithExtensions, unknown, proposedNewCode, detailed)",F,0
"Helping > (teachWithExtensions, unknown, proposedNewCode, detailed)",S,0
"Helping > (teachWithExtensions, unknown, proposedNewCode, unknown)",F,0
"Helping > (teachWithExtensions, unknown, proposedNewCode, unknown)",S,0
"Helping > (teachWithExtensions, unknown, proposedNewCode, vague)",F,0
"Helping > (teachWithExtensions, unknown, proposedNewCode, vague)",S,0
"Helping > (teachWithExtensions, unknown, testCases, detailed)",F,0
"Helping > (teachWithExtensions, unknown, testCases, detailed)",S,0
"Helping > (teachWithExtensions, unknown, testCases, unknown)",F,0
"Helping > (teachWithExtensions, unknown, testCases, unknown)",S,0
"Helping > (teachWithExtensions, unknown, testCases, vague)",F,0
"Helping > (teachWithExtensions, unknown, testCases, vague)",S,0
"Questioning > (bug, detailed, checkForFollowing)",F,0
"Questioning > (bug, detailed, checkForFollowing)",S,0
"Questioning > (bug, detailed, checkIfCorrect)",F,1
"Questioning > (bug, detailed, checkIfCorrect)",S,1
"Questioning > (bug, detailed, content)",F,10
"Questioning > (bug, detailed, content)",S,7
"Questioning > (bug, detailed, guiding)",F,2
"Questioning > (bug, detailed, guiding)",S,0
"Questioning > (bug, detailed, personal)",F,0
"Questioning > (bug, detailed, personal)",S,0
"Questioning > (bug, unknown, checkForFollowing)",F,0
"Questioning > (bug, unknown, checkForFollowing)",S,0
"Questioning > (bug, unknown, checkIfCorrect)",F,0
"Questioning > (bug, unknown, checkIfCorrect)",S,0
"Questioning > (bug, unknown, content)",F,0
"Questioning > (bug, unknown, content)",S,0
"Questioning > (bug, unknown, guiding)",F,0
"Questioning > (bug, unknown, guiding)",S,0
"Questioning > (bug, unknown, personal)",F,0
"Questioning > (bug, unknown, personal)",S,0
"Questioning > (bug, vague, checkForFollowing)",F,2
"Questioning > (bug, vague, checkForFollowing)",S,6
"Questioning > (bug, vague, checkIfCorrect)",F,6
"Questioning > (bug, vague, checkIfCorrect)",S,3
"Questioning > (bug, vague, content)",F,61
"Questioning > (bug, vague, content)",S,76
"Questioning > (bug, vague, guiding)",F,4
"Questioning > (bug, vague, guiding)",S,1
"Questioning > (bug, vague, personal)",F,0
"Questioning > (bug, vague, personal)",S,0
"Questioning > (codeOpinion, detailed, checkForFollowing)",F,0
"Questioning > (codeOpinion, detailed, checkForFollowing)",S,0
"Questioning > (codeOpinion, detailed, checkIfCorrect)",F,0
"Questioning > (codeOpinion, detailed, checkIfCorrect)",S,0
"Questioning > (codeOpinion, detailed, content)",F,0
"Questioning > (codeOpinion, detailed, content)",S,1
"Questioning > (codeOpinion, detailed, guiding)",F,0
"Questioning > (codeOpinion, detailed, guiding)",S,0
"Questioning > (codeOpinion, detailed, personal)",F,0
"Questioning > (codeOpinion, detailed, personal)",S,0
"Questioning > (codeOpinion, unknown, checkForFollowing)",F,0
"Questioning > (codeOpinion, unknown, checkForFollowing)",S,0
"Questioning > (codeOpinion, unknown, checkIfCorrect)",F,0
"Questioning > (codeOpinion, unknown, checkIfCorrect)",S,0
"Questioning > (codeOpinion, unknown, content)",F,0
"Questioning > (codeOpinion, unknown, content)",S,0
"Questioning > (codeOpinion, unknown, guiding)",F,0
"Questioning > (codeOpinion, unknown, guiding)",S,0
"Questioning > (codeOpinion, unknown, personal)",F,0
"Questioning > (codeOpinion, unknown, personal)",S,0
"Questioning > (codeOpinion, vague, checkForFollowing)",F,0
"Questioning > (codeOpinion, vague, checkForFollowing)",S,0
"Questioning > (codeOpinion, vague, checkIfCorrect)",F,0
"Questioning > (codeOpinion, vague, checkIfCorrect)",S,4
"Questioning > (codeOpinion, vague, content)",F,2
"Questioning > (codeOpinion, vague, content)",S,2
"Questioning > (codeOpinion, vague, guiding)",F,0
"Questioning > (codeOpinion, vague, guiding)",S,0
"Questioning > (codeOpinion, vague, personal)",F,0
"Questioning > (codeOpinion, vague, personal)",S,0
"Questioning > (codeSpecifications, detailed, checkForFollowing)",F,1
"Questioning > (codeSpecifications, detailed, checkForFollowing)",S,0
"Questioning > (codeSpecifications, detailed, checkIfCorrect)",F,51
"Questioning > (codeSpecifications, detailed, checkIfCorrect)",S,55
"Questioning > (codeSpecifications, detailed, content)",F,37
"Questioning > (codeSpecifications, detailed, content)",S,45
"Questioning > (codeSpecifications, detailed, guiding)",F,3
"Questioning > (codeSpecifications, detailed, guiding)",S,4
"Questioning > (codeSpecifications, detailed, personal)",F,0
"Questioning > (codeSpecifications, detailed, personal)",S,0
"Questioning > (codeSpecifications, unknown, checkForFollowing)",F,0
"Questioning > (codeSpecifications, unknown, checkForFollowing)",S,0
"Questioning > (codeSpecifications, unknown, checkIfCorrect)",F,1
"Questioning > (codeSpecifications, unknown, checkIfCorrect)",S,1
"Questioning > (codeSpecifications, unknown, content)",F,0
"Questioning > (codeSpecifications, unknown, content)",S,1
"Questioning > (codeSpecifications, unknown, guiding)",F,0
"Questioning > (codeSpecifications, unknown, guiding)",S,0
"Questioning > (codeSpecifications, unknown, personal)",F,0
"Questioning > (codeSpecifications, unknown, personal)",S,0
"Questioning > (codeSpecifications, vague, checkForFollowing)",F,15
"Questioning > (codeSpecifications, vague, checkForFollowing)",S,3
"Questioning > (codeSpecifications, vague, checkIfCorrect)",F,19
"Questioning > (codeSpecifications, vague, checkIfCorrect)",S,24
"Questioning > (codeSpecifications, vague, content)",F,70
"Questioning > (codeSpecifications, vague, content)",S,88
"Questioning > (codeSpecifications, vague, guiding)",F,2
"Questioning > (codeSpecifications, vague, guiding)",S,2
"Questioning > (codeSpecifications, vague, personal)",F,0
"Questioning > (codeSpecifications, vague, personal)",S,0
"Questioning > (codingConcept, detailed, checkForFollowing)",F,7
"Questioning > (codingConcept, detailed, checkForFollowing)",S,5
"Questioning > (codingConcept, detailed, checkIfCorrect)",F,15
"Questioning > (codingConcept, detailed, checkIfCorrect)",S,12
"Questioning > (codingConcept, detailed, content)",F,16
"Questioning > (codingConcept, detailed, content)",S,28
"Questioning > (codingConcept, detailed, guiding)",F,11
"Questioning > (codingConcept, detailed, guiding)",S,12
"Questioning > (codingConcept, detailed, personal)",F,0
"Questioning > (codingConcept, detailed, personal)",S,0
"Questioning > (codingConcept, unknown, checkForFollowing)",F,0
"Questioning > (codingConcept, unknown, checkForFollowing)",S,0
"Questioning > (codingConcept, unknown, checkIfCorrect)",F,0
"Questioning > (codingConcept, unknown, checkIfCorrect)",S,1
"Questioning > (codingConcept, unknown, content)",F,0
"Questioning > (codingConcept, unknown, content)",S,1
"Questioning > (codingConcept, unknown, guiding)",F,0
"Questioning > (codingConcept, unknown, guiding)",S,0
"Questioning > (codingConcept, unknown, personal)",F,0
"Questioning > (codingConcept, unknown, personal)",S,0
"Questioning > (codingConcept, vague, checkForFollowing)",F,2
"Questioning > (codingConcept, vague, checkForFollowing)",S,6
"Questioning > (codingConcept, vague, checkIfCorrect)",F,4
"Questioning > (codingConcept, vague, checkIfCorrect)",S,4
"Questioning > (codingConcept, vague, content)",F,25
"Questioning > (codingConcept, vague, content)",S,49
"Questioning > (codingConcept, vague, guiding)",F,12
"Questioning > (codingConcept, vague, guiding)",S,2
"Questioning > (codingConcept, vague, personal)",F,0
"Questioning > (codingConcept, vague, personal)",S,1
"Questioning > (codingExperience, detailed, checkForFollowing)",F,1
"Questioning > (codingExperience, detailed, checkForFollowing)",S,0
"Questioning > (codingExperience, detailed, checkIfCorrect)",F,0
"Questioning > (codingExperience, detailed, checkIfCorrect)",S,0
"Questioning > (codingExperience, detailed, content)",F,9
"Questioning > (codingExperience, detailed, content)",S,9
"Questioning > (codingExperience, detailed, guiding)",F,0
"Questioning > (codingExperience, detailed, guiding)",S,0
"Questioning > (codingExperience, detailed, personal)",F,5
"Questioning > (codingExperience, detailed, personal)",S,1
"Questioning > (codingExperience, unknown, checkForFollowing)",F,0
"Questioning > (codingExperience, unknown, checkForFollowing)",S,0
"Questioning > (codingExperience, unknown, checkIfCorrect)",F,0
"Questioning > (codingExperience, unknown, checkIfCorrect)",S,0
"Questioning > (codingExperience, unknown, content)",F,0
"Questioning > (codingExperience, unknown, content)",S,0
"Questioning > (codingExperience, unknown, guiding)",F,0
"Questioning > (codingExperience, unknown, guiding)",S,0
"Questioning > (codingExperience, unknown, personal)",F,0
"Questioning > (codingExperience, unknown, personal)",S,0
"Questioning > (codingExperience, vague, checkForFollowing)",F,1
"Questioning > (codingExperience, vague, checkForFollowing)",S,1
"Questioning > (codingExperience, vague, checkIfCorrect)",F,2
"Questioning > (codingExperience, vague, checkIfCorrect)",S,3
"Questioning > (codingExperience, vague, content)",F,11
"Questioning > (codingExperience, vague, content)",S,19
"Questioning > (codingExperience, vague, guiding)",F,1
"Questioning > (codingExperience, vague, guiding)",S,1
"Questioning > (codingExperience, vague, personal)",F,5
"Questioning > (codingExperience, vague, personal)",S,2
"Questioning > (developmentStrategy, detailed, checkForFollowing)",F,0
"Questioning > (developmentStrategy, detailed, checkForFollowing)",S,0
"Questioning > (developmentStrategy, detailed, checkIfCorrect)",F,1
"Questioning > (developmentStrategy, detailed, checkIfCorrect)",S,1
"Questioning > (developmentStrategy, detailed, content)",F,3
"Questioning > (developmentStrategy, detailed, content)",S,2
"Questioning > (developmentStrategy, detailed, guiding)",F,3
"Questioning > (developmentStrategy, detailed, guiding)",S,0
"Questioning > (developmentStrategy, detailed, personal)",F,0
"Questioning > (developmentStrategy, detailed, personal)",S,0
"Questioning > (developmentStrategy, unknown, checkForFollowing)",F,0
"Questioning > (developmentStrategy, unknown, checkForFollowing)",S,0
"Questioning > (developmentStrategy, unknown, checkIfCorrect)",F,0
"Questioning > (developmentStrategy, unknown, checkIfCorrect)",S,0
"Questioning > (developmentStrategy, unknown, content)",F,0
"Questioning > (developmentStrategy, unknown, content)",S,0
"Questioning > (developmentStrategy, unknown, guiding)",F,0
"Questioning > (developmentStrategy, unknown, guiding)",S,0
"Questioning > (developmentStrategy, unknown, personal)",F,0
"Questioning > (developmentStrategy, unknown, personal)",S,0
"Questioning > (developmentStrategy, vague, checkForFollowing)",F,3
"Questioning > (developmentStrategy, vague, checkForFollowing)",S,0
"Questioning > (developmentStrategy, vague, checkIfCorrect)",F,2
"Questioning > (developmentStrategy, vague, checkIfCorrect)",S,3
"Questioning > (developmentStrategy, vague, content)",F,12
"Questioning > (developmentStrategy, vague, content)",S,6
"Questioning > (developmentStrategy, vague, guiding)",F,5
"Questioning > (developmentStrategy, vague, guiding)",S,1
"Questioning > (developmentStrategy, vague, personal)",F,0
"Questioning > (developmentStrategy, vague, personal)",S,0
"Questioning > (errorLocation, detailed, checkForFollowing)",F,0
"Questioning > (errorLocation, detailed, checkForFollowing)",S,0
"Questioning > (errorLocation, detailed, checkIfCorrect)",F,2
"Questioning > (errorLocation, detailed, checkIfCorrect)",S,0
"Questioning > (errorLocation, detailed, content)",F,0
"Questioning > (errorLocation, detailed, content)",S,0
"Questioning > (errorLocation, detailed, guiding)",F,0
"Questioning > (errorLocation, detailed, guiding)",S,0
"Questioning > (errorLocation, detailed, personal)",F,0
"Questioning > (errorLocation, detailed, personal)",S,0
"Questioning > (errorLocation, unknown, checkForFollowing)",F,0
"Questioning > (errorLocation, unknown, checkForFollowing)",S,0
"Questioning > (errorLocation, unknown, checkIfCorrect)",F,0
"Questioning > (errorLocation, unknown, checkIfCorrect)",S,0
"Questioning > (errorLocation, unknown, content)",F,0
"Questioning > (errorLocation, unknown, content)",S,0
"Questioning > (errorLocation, unknown, guiding)",F,0
"Questioning > (errorLocation, unknown, guiding)",S,0
"Questioning > (errorLocation, unknown, personal)",F,0
"Questioning > (errorLocation, unknown, personal)",S,0
"Questioning > (errorLocation, vague, checkForFollowing)",F,0
"Questioning > (errorLocation, vague, checkForFollowing)",S,0
"Questioning > (errorLocation, vague, checkIfCorrect)",F,2
"Questioning > (errorLocation, vague, checkIfCorrect)",S,0
"Questioning > (errorLocation, vague, content)",F,4
"Questioning > (errorLocation, vague, content)",S,0
"Questioning > (errorLocation, vague, guiding)",F,2
"Questioning > (errorLocation, vague, guiding)",S,0
"Questioning > (errorLocation, vague, personal)",F,0
"Questioning > (errorLocation, vague, personal)",S,0
"Questioning > (errorMsg, detailed, checkForFollowing)",F,0
"Questioning > (errorMsg, detailed, checkForFollowing)",S,0
"Questioning > (errorMsg, detailed, checkIfCorrect)",F,0
"Questioning > (errorMsg, detailed, checkIfCorrect)",S,0
"Questioning > (errorMsg, detailed, content)",F,0
"Questioning > (errorMsg, detailed, content)",S,2
"Questioning > (errorMsg, detailed, guiding)",F,0
"Questioning > (errorMsg, detailed, guiding)",S,0
"Questioning > (errorMsg, detailed, personal)",F,0
"Questioning > (errorMsg, detailed, personal)",S,0
"Questioning > (errorMsg, unknown, checkForFollowing)",F,0
"Questioning > (errorMsg, unknown, checkForFollowing)",S,0
"Questioning > (errorMsg, unknown, checkIfCorrect)",F,0
"Questioning > (errorMsg, unknown, checkIfCorrect)",S,0
"Questioning > (errorMsg, unknown, content)",F,0
"Questioning > (errorMsg, unknown, content)",S,0
"Questioning > (errorMsg, unknown, guiding)",F,0
"Questioning > (errorMsg, unknown, guiding)",S,0
"Questioning > (errorMsg, unknown, personal)",F,0
"Questioning > (errorMsg, unknown, personal)",S,0
"Questioning > (errorMsg, vague, checkForFollowing)",F,0
"Questioning > (errorMsg, vague, checkForFollowing)",S,0
"Questioning > (errorMsg, vague, checkIfCorrect)",F,0
"Questioning > (errorMsg, vague, checkIfCorrect)",S,0
"Questioning > (errorMsg, vague, content)",F,1
"Questioning > (errorMsg, vague, content)",S,4
"Questioning > (errorMsg, vague, guiding)",F,0
"Questioning > (errorMsg, vague, guiding)",S,0
"Questioning > (errorMsg, vague, personal)",F,0
"Questioning > (errorMsg, vague, personal)",S,0
"Questioning > (learningResources, detailed, checkForFollowing)",F,0
"Questioning > (learningResources, detailed, checkForFollowing)",S,0
"Questioning > (learningResources, detailed, checkIfCorrect)",F,2
"Questioning > (learningResources, detailed, checkIfCorrect)",S,0
"Questioning > (learningResources, detailed, content)",F,2
"Questioning > (learningResources, detailed, content)",S,2
"Questioning > (learningResources, detailed, guiding)",F,0
"Questioning > (learningResources, detailed, guiding)",S,0
"Questioning > (learningResources, detailed, personal)",F,0
"Questioning > (learningResources, detailed, personal)",S,1
"Questioning > (learningResources, unknown, checkForFollowing)",F,0
"Questioning > (learningResources, unknown, checkForFollowing)",S,0
"Questioning > (learningResources, unknown, checkIfCorrect)",F,0
"Questioning > (learningResources, unknown, checkIfCorrect)",S,0
"Questioning > (learningResources, unknown, content)",F,0
"Questioning > (learningResources, unknown, content)",S,0
"Questioning > (learningResources, unknown, guiding)",F,0
"Questioning > (learningResources, unknown, guiding)",S,0
"Questioning > (learningResources, unknown, personal)",F,0
"Questioning > (learningResources, unknown, personal)",S,0
"Questioning > (learningResources, vague, checkForFollowing)",F,1
"Questioning > (learningResources, vague, checkForFollowing)",S,1
"Questioning > (learningResources, vague, checkIfCorrect)",F,0
"Questioning > (learningResources, vague, checkIfCorrect)",S,0
"Questioning > (learningResources, vague, content)",F,2
"Questioning > (learningResources, vague, content)",S,3
"Questioning > (learningResources, vague, guiding)",F,0
"Questioning > (learningResources, vague, guiding)",S,0
"Questioning > (learningResources, vague, personal)",F,0
"Questioning > (learningResources, vague, personal)",S,0
"Questioning > (originalCode, detailed, checkForFollowing)",F,4
"Questioning > (originalCode, detailed, checkForFollowing)",S,1
"Questioning > (originalCode, detailed, checkIfCorrect)",F,31
"Questioning > (originalCode, detailed, checkIfCorrect)",S,24
"Questioning > (originalCode, detailed, content)",F,23
"Questioning > (originalCode, detailed, content)",S,19
"Questioning > (originalCode, detailed, guiding)",F,2
"Questioning > (originalCode, detailed, guiding)",S,8
"Questioning > (originalCode, detailed, personal)",F,0
"Questioning > (originalCode, detailed, personal)",S,0
"Questioning > (originalCode, unknown, checkForFollowing)",F,0
"Questioning > (originalCode, unknown, checkForFollowing)",S,0
"Questioning > (originalCode, unknown, checkIfCorrect)",F,0
"Questioning > (originalCode, unknown, checkIfCorrect)",S,0
"Questioning > (originalCode, unknown, content)",F,0
"Questioning > (originalCode, unknown, content)",S,0
"Questioning > (originalCode, unknown, guiding)",F,0
"Questioning > (originalCode, unknown, guiding)",S,0
"Questioning > (originalCode, unknown, personal)",F,0
"Questioning > (originalCode, unknown, personal)",S,0
"Questioning > (originalCode, vague, checkForFollowing)",F,4
"Questioning > (originalCode, vague, checkForFollowing)",S,14
"Questioning > (originalCode, vague, checkIfCorrect)",F,20
"Questioning > (originalCode, vague, checkIfCorrect)",S,18
"Questioning > (originalCode, vague, content)",F,89
"Questioning > (originalCode, vague, content)",S,86
"Questioning > (originalCode, vague, guiding)",F,2
"Questioning > (originalCode, vague, guiding)",S,4
"Questioning > (originalCode, vague, personal)",F,0
"Questioning > (originalCode, vague, personal)",S,0
"Questioning > (personalInfo, detailed, checkForFollowing)",F,0
"Questioning > (personalInfo, detailed, checkForFollowing)",S,1
"Questioning > (personalInfo, detailed, checkIfCorrect)",F,2
"Questioning > (personalInfo, detailed, checkIfCorrect)",S,3
"Questioning > (personalInfo, detailed, content)",F,0
"Questioning > (personalInfo, detailed, content)",S,6
"Questioning > (personalInfo, detailed, guiding)",F,0
"Questioning > (personalInfo, detailed, guiding)",S,0
"Questioning > (personalInfo, detailed, personal)",F,5
"Questioning > (personalInfo, detailed, personal)",S,23
"Questioning > (personalInfo, unknown, checkForFollowing)",F,0
"Questioning > (personalInfo, unknown, checkForFollowing)",S,0
"Questioning > (personalInfo, unknown, checkIfCorrect)",F,0
"Questioning > (personalInfo, unknown, checkIfCorrect)",S,0
"Questioning > (personalInfo, unknown, content)",F,0
"Questioning > (personalInfo, unknown, content)",S,0
"Questioning > (personalInfo, unknown, guiding)",F,0
"Questioning > (personalInfo, unknown, guiding)",S,0
"Questioning > (personalInfo, unknown, personal)",F,0
"Questioning > (personalInfo, unknown, personal)",S,0
"Questioning > (personalInfo, vague, checkForFollowing)",F,0
"Questioning > (personalInfo, vague, checkForFollowing)",S,1
"Questioning > (personalInfo, vague, checkIfCorrect)",F,0
"Questioning > (personalInfo, vague, checkIfCorrect)",S,1
"Questioning > (personalInfo, vague, content)",F,4
"Questioning > (personalInfo, vague, content)",S,2
"Questioning > (personalInfo, vague, guiding)",F,0
"Questioning > (personalInfo, vague, guiding)",S,0
"Questioning > (personalInfo, vague, personal)",F,33
"Questioning > (personalInfo, vague, personal)",S,38
"Questioning > (platformRelated, detailed, checkForFollowing)",F,0
"Questioning > (platformRelated, detailed, checkForFollowing)",S,0
"Questioning > (platformRelated, detailed, checkIfCorrect)",F,0
"Questioning > (platformRelated, detailed, checkIfCorrect)",S,0
"Questioning > (platformRelated, detailed, content)",F,3
"Questioning > (platformRelated, detailed, content)",S,1
"Questioning > (platformRelated, detailed, guiding)",F,0
"Questioning > (platformRelated, detailed, guiding)",S,0
"Questioning > (platformRelated, detailed, personal)",F,1
"Questioning > (platformRelated, detailed, personal)",S,0
"Questioning > (platformRelated, unknown, checkForFollowing)",F,0
"Questioning > (platformRelated, unknown, checkForFollowing)",S,0
"Questioning > (platformRelated, unknown, checkIfCorrect)",F,0
"Questioning > (platformRelated, unknown, checkIfCorrect)",S,0
"Questioning > (platformRelated, unknown, content)",F,0
"Questioning > (platformRelated, unknown, content)",S,0
"Questioning > (platformRelated, unknown, guiding)",F,0
"Questioning > (platformRelated, unknown, guiding)",S,0
"Questioning > (platformRelated, unknown, personal)",F,0
"Questioning > (platformRelated, unknown, personal)",S,0
"Questioning > (platformRelated, vague, checkForFollowing)",F,1
"Questioning > (platformRelated, vague, checkForFollowing)",S,1
"Questioning > (platformRelated, vague, checkIfCorrect)",F,0
"Questioning > (platformRelated, vague, checkIfCorrect)",S,3
